FORT WORTH,Serial No/VIN,VIN6,Ending Balance, 2100        ,VIN6,Description,Control    
2025 GMC Truck GMC TERRN AT,3GKALYEGXTL332846,332846,"$41,417.05 "," (41,417.05)",332846,2026 GMC TERRAIN       11/14/25  3GKALYEGXTL332846,G35833
2025 GMC Truck GMC TERRN AT,3GKALYEG0TL333438,333438,"$41,417.05 "," (41,417.05)",333438,2026 GMC TERRAIN       11/05/25  3GKALYEG0TL333438,G35803
2026 Subaru OUTBACKWAGONL,JF2BUPDDXTY496080,496080,"$41,554.00 "," (41,554.00)",496080,2026 SUBARU OUTBACK     3/11/26  JF2BUPDDXTY496080,R5070
2026 Subaru OUTBACKWAGONL,JF2BUPDD3TY506075,506075,"$41,554.00 "," (41,554.00)",506075,2026 SUBARU OUTBACK     3/20/26  JF2BUPDD3TY506075,R5099
2026 Subaru OUTBACKWAGONL,JF2BUPDD0TY506132,506132,"$41,554.00 "," (41,554.00)",506132,2026 SUBARU OUTBACK     3/24/26  JF2BUPDD0TY506132,R5134
2026 Subaru OUTBACKWAGONL,JF2BUPDD2TY506892,506892,"$41,554.00 "," (41,554.00)",506892,2026 SUBARU OUTBACK     3/26/26  JF2BUPDD2TY506892,R5161
2026 Subaru OUTBACKWAGONL,JF2BUPDD2TY506911,506911,"$41,554.00 "," (41,554.00)",506911,2026 SUBARU OUTBACK     3/20/26  JF2BUPDD2TY506911,R5097
2026 Subaru OUTBACKWAGONL,JF2BUPDD2TY507248,507248,"$41,554.00 "," (41,554.00)",507248,2026 SUBARU OUTBACK     3/20/26  JF2BUPDD2TY507248,R5098
2025 GMC Truck GMC TERRN AT,3GKALYEG1TL222915,222915,"$41,627.95 "," (41,627.95)",222915,2026 GMC TERRAIN        8/06/25  3GKALYEG1TL222915,G35085
2025 GMC Truck GMC TERRN AT,3GKALYEG2TL222972,222972,"$41,627.95 "," (41,627.95)",222972,2026 GMC TERRAIN        8/06/25  3GKALYEG2TL222972,G35086
2026 Subaru OUTBACKWAGONL,JF2BUPDD6TY513473,513473,"$41,728.00 "," (41,728.00)",513473,2026 SUBARU OUTBACK     4/09/26  JF2BUPDD6TY513473,R5230
2026 Subaru OUTBACKWAGONL,JF2BUPDD1TY520525,520525,"$41,728.00 "," (41,728.00)",520525,2026 SUBARU OUTBACK     4/13/26  JF2BUPDD1TY520525,R5251
2026 Subaru OUTBACKWAGONL,JF2BUPDD1TY520895,520895,"$41,728.00 "," (41,728.00)",520895,2026 SUBARU OUTBACK     4/13/26  JF2BUPDD1TY520895,R5252
2025 GMC Truck GMC TERRN AT,3GKALYEG8TL234897,234897,"$41,742.55 "," (41,742.55)",234897,2026 GMC TERRAIN        8/28/25  3GKALYEG8TL234897,G35255
2026 Subaru FORESTERSUVTO,4S4SLST76T3094629,094629,"$41,813.00 "," (41,813.00)",094629,2026 SUBARU FORESTER    4/29/26  4S4SLST76T3094629,R5294
2026 Subaru OUTBACKWAGONL,JF2BUPDD0TY507393,507393,"$41,929.00 "," (41,929.00)",507393,2026 SUBARU OUTBACK     3/20/26  JF2BUPDD0TY507393,R5096
2026 Subaru OUTBACKWAGONL,JF2BUPDD7TY514129,514129,"$42,103.00 "," (42,103.00)",514129,2026 SUBARU OUTBACK     4/10/26  JF2BUPDD7TY514129,R5238
2025 GMC Truck GMC TERRN AT,3GKALYEG4TL235755,235755,"$42,202.90 "," (42,202.90)",235755,2026 GMC TERRAIN        8/28/25  3GKALYEG4TL235755,G35256
2025 GMC Truck GMC TERRN AT,3GKALYEG7TL239797,239797,"$42,202.90 "," (42,202.90)",239797,2026 GMC TERRAIN        9/03/25  3GKALYEG7TL239797,G35288
2025 GMC Truck GMC TERRN AT,3GKALYEG2TL310355,310355,"$42,202.90 "," (42,202.90)",310355,"TRIMMER, SAVANNA TAYL  10/23/25  3GKALYEG2TL310355",G35704
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK6T1159072,159072,"$42,538.98 "," (42,538.98)",159072,2026 GMC CANYON        12/01/25  1GTP1BEK6T1159072,G35933
,,,," (42,992.75)",059803,2026 BUICK ENVISION     4/28/26  LRBFZMR40TD059803,B36763
2026 Subaru ASCENTSUVLIMI,4S4WMAGD8T3406409,406409,"$43,223.00 "," (43,223.00)",406409,2026 SUBARU ASCENT      1/29/26  4S4WMAGD8T3406409,R4731
2026 Subaru ASCENTSUVLIMI,4S4WMAGD6T3401516,401516,"$43,264.00 "," (43,264.00)",401516,2026 SUBARU ASCENT      4/13/26  4S4WMAGD6T3401516,R4667
,,,," (43,450.63)",059467,2026 BUICK ENVISION     4/28/26  LRBFZMR4XTD059467,B36762
,,,," (43,749.00)",470165,SUBARU LOANER           1/22/26  JF2BURGDXTY470165,R4891
,,,," (43,761.00)",520827,2026 SUBARU OUTBACK     4/30/26  JF2BURGD7TY520827,R5307
,,,," (43,761.00)",521304,BRANDON TOMES SUBARU    4/30/26  JF2BURGD2TY521304,R5312
2026 Subaru OUTBACKWAGONT,JF2BURJD8TY462560,462560,"$43,817.00 "," (43,817.00)",462560,2026 SUBARU OUTBACK     1/29/26  JF2BURJD8TY462560,R4770
2026 Subaru TRAILSEEKERSU,JTMBGAHCXTY002174,002174,"$44,141.00 "," (44,141.00)",002174,"WYRICK, RICHARD DREW    4/16/26  JTMBGAHCXTY002174",R5266
,,,," (44,166.50)",059866,2026 BUICK ENVISION     4/28/26  LRBFZPR40TD059866,B36764
2026 Subaru OUTBACKWAGONL,JF2BURGD1TY503053,503053,"$44,179.00 "," (44,179.00)",503053,2026 SUBARU OUTBACK     3/20/26  JF2BURGD1TY503053,R5100
2026 Subaru ASCENTSUVLIMI,4S4WMAHD1T3402023,402023,"$44,206.00 ",,,,
2025 GMC Truck GMC HMER EV3,1GT40DDA2SU100365,100365,"$44,353.27 ",,,,
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK7T1135217,135217,"$44,445.50 "," (44,445.50)",135217,2026 GMC CANYON        10/01/25  1GTP1BEK7T1135217,G35492
2026 Subaru OUTBACKWAGONW,JF2BURKD1TY519342,519342,"$44,548.00 "," (44,548.00)",519342,2026 SUBARU OUTBACK     4/14/26  JF2BURKD1TY519342,R5263
2026 Subaru OUTBACKWAGONL,JF2BURGD0TY506431,506431,"$44,554.00 "," (44,554.00)",506431,2026 SUBARU OUTBACK     3/27/26  JF2BURGD0TY506431,R5174
,,,," (44,624.38)",059576,2026 BUICK ENVISION     4/28/26  LRBFZPR42TD059576,B36766
,,,," (44,624.38)",059588,2026 BUICK ENVISION     4/28/26  LRBFZPR49TD059588,B36767
2026 GMC Truck GMC CNYN 2WD,1GTP1BEKXT1157342,157342,"$44,735.85 "," (44,735.85)",157342,2026 GMC CANYON        11/25/25  1GTP1BEKXT1157342,G35896
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK9T1159924,159924,"$44,735.85 "," (44,735.85)",159924,2026 GMC CANYON        11/25/25  1GTP1BEK9T1159924,G35897
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK4T1160527,160527,"$44,735.85 "," (44,735.85)",160527,2026 GMC CANYON        11/25/25  1GTP1BEK4T1160527,G35898
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK4T1167123,167123,"$44,735.85 "," (44,735.85)",167123,2026 GMC CANYON        12/18/25  1GTP1BEK4T1167123,G36067
2025 Subaru ASCENTSUVBRON,4S4WMARD0S3440470,440470,"$44,759.00 "," (44,759.00)",440470,25 ASCENT 4S4WMARD0S3440470,R4429
2026 GMC Truck GMC ACAD ELV,1GKENKKSXTJ269885,269885,"$44,911.58 "," (44,911.58)",269885,"HARDY, RYAN WAYNE       2/18/26  1GKENKKSXTJ269885",G36318
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK1T1146018,146018,"$44,975.60 "," (44,975.60)",146018,2026 GMC CANYON        10/28/25  1GTP1BEK1T1146018,G35738
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK6T1146094,146094,"$44,975.60 "," (44,975.60)",146094,2026 GMC CANYON        10/28/25  1GTP1BEK6T1146094,G35737
2026 GMC Truck GMC ACAD ELV,1GKENKKS5TJ270300,270300,"$45,050.33 "," (45,050.33)",270300,2026 GMC ACADIA         2/24/26  1GKENKKS5TJ270300,G36339
2024 GMC Truck GMC HMMER EV,1GKB0NDE2RU105483,105483,"$45,070.00 "," (45,070.00)",105483,2024 GMC HUMMER EV SU   4/14/26  1GKB0NDE2RU105483,G33700
,,,," (45,179.38)",059291,2026 BUICK ENVISION     4/28/26  LRBFZPR48TD059291,B36765
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK9T1155548,155548,"$45,193.73 "," (45,193.73)",155548,2026 GMC CANYON        11/25/25  1GTP1BEK9T1155548,G35899
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK8T1160661,160661,"$45,193.73 "," (45,193.73)",160661,2026 GMC CANYON        11/25/25  1GTP1BEK8T1160661,G35900
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK1T1160680,160680,"$45,193.73 "," (45,193.73)",160680,2026 GMC CANYON        11/25/25  1GTP1BEK1T1160680,G35901
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK9T1161446,161446,"$45,193.73 "," (45,193.73)",161446,2026 GMC CANYON        12/02/25  1GTP1BEK9T1161446,G35945
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK7T1161459,161459,"$45,193.73 "," (45,193.73)",161459,2026 GMC CANYON        11/25/25  1GTP1BEK7T1161459,G35902
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK6T1162506,162506,"$45,193.73 "," (45,193.73)",162506,2026 GMC CANYON        12/02/25  1GTP1BEK6T1162506,G35943
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK1T1162526,162526,"$45,193.73 "," (45,193.73)",162526,2026 GMC CANYON        12/02/25  1GTP1BEK1T1162526,G35944
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK8T1167738,167738,"$45,193.73 "," (45,193.73)",167738,2026 GMC CANYON        12/18/25  1GTP1BEK8T1167738,G36066
2026 GMC Truck GMC CNYN 2WD,1GTP1BEKXT1168387,168387,"$45,193.73 "," (45,193.73)",168387,2026 GMC CANYON        12/18/25  1GTP1BEKXT1168387,G36073
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK4T1168532,168532,"$45,193.73 "," (45,193.73)",168532,"JOHNSTON, MICHAEL S    12/18/25  1GTP1BEK4T1168532",G36072
2026 Buick BUCK ENVSN S,LRBFZPR49TD022170,022170,"$45,415.25 "," (45,415.25)",022170,2026 BUICK ENVISION     2/06/26  LRBFZPR49TD022170,B36216
2026 Buick BUCK ENVSN S,LRBFZPR46TD022286,022286,"$45,415.25 "," (45,415.25)",022286,2026 BUICK ENVISION     2/06/26  LRBFZPR46TD022286,B36215
2026 Buick BUCK ENVSN S,LRBFZPR46TD024474,024474,"$45,415.25 "," (45,415.25)",024474,2026 BUICK ENVISION     2/05/26  LRBFZPR46TD024474,B36212
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK6T1141767,141767,"$45,417.35 "," (45,417.35)",141767,2026 GMC CANYON        10/14/25  1GTP1BEK6T1141767,G35632
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK0T1142543,142543,"$45,417.35 "," (45,417.35)",142543,2026 GMC CANYON        10/14/25  1GTP1BEK0T1142543,G35631
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK5T1143574,143574,"$45,417.35 "," (45,417.35)",143574,2026 GMC CANYON        10/14/25  1GTP1BEK5T1143574,G35630
2026 Buick BUCK ENVSN S,LRBFZPR46TD022210,022210,"$45,873.13 "," (45,873.13)",022210,2026 BUICK ENVISION     2/06/26  LRBFZPR46TD022210,B36213
2026 Buick BUCK ENVSN S,LRBFZPR49TD022234,022234,"$45,873.13 "," (45,873.13)",022234,2026 BUICK ENVISION     2/06/26  LRBFZPR49TD022234,B36214
2026 Buick BUCK ENVSN S,LRBFZPR40TD024440,024440,"$45,873.13 "," (45,873.13)",024440,2026 BUICK ENVISION     2/10/26  LRBFZPR40TD024440,B36246
2026 Buick BUCK ENVSN S,LRBFZPR47TD033619,033619,"$45,873.13 "," (45,873.13)",033619,2026 BUICK ENVISION     3/23/26  LRBFZPR47TD033619,B36540
2026 Buick BUCK ENVSN S,LRBFZPR47TD033636,033636,"$45,873.13 "," (45,873.13)",033636,2026 BUICK ENVISION     3/10/26  LRBFZPR47TD033636,B36411
2026 Buick BUCK ENVSN S,LRBFZPR4XTD033811,033811,"$45,873.13 "," (45,873.13)",033811,2026 BUICK ENVISION     3/10/26  LRBFZPR4XTD033811,B36412
2026 Buick BUCK ENVSN S,LRBFZPR45TD033926,033926,"$45,873.13 "," (45,873.13)",033926,2026 BUICK ENVISION     3/09/26  LRBFZPR45TD033926,B36394
2026 Buick BUCK ENVSN S,LRBFZPR41TD034149,034149,"$45,873.13 "," (45,873.13)",034149,2026 BUICK ENVISION     3/13/26  LRBFZPR41TD034149,B36446
2026 Buick BUCK ENVSN S,LRBFZPR43TD034458,034458,"$45,873.13 "," (45,873.13)",034458,2026 BUICK ENVISION     3/13/26  LRBFZPR43TD034458,B36448
2026 Buick BUCK ENVSN S,LRBFZPR43TD034508,034508,"$45,873.13 "," (45,873.13)",034508,2026 BUICK ENVISION     3/10/26  LRBFZPR43TD034508,B36414
2026 Buick BUCK ENVSN S,LRBFZPR40TD034708,034708,"$45,873.13 "," (45,873.13)",034708,2026 BUICK ENVISION     3/23/26  LRBFZPR40TD034708,B36544
2026 Buick BUCK ENVSN S,LRBFZPR47TD034737,034737,"$45,873.13 "," (45,873.13)",034737,2026 BUICK ENVISION     3/25/26  LRBFZPR47TD034737,B36576
2026 Buick BUCK ENVSN S,LRBFZPR48TD034780,034780,"$45,873.13 "," (45,873.13)",034780,2026 BUICK ENVISION     3/23/26  LRBFZPR48TD034780,B36541
2026 Buick BUCK ENVSN S,LRBFZPR41TD034863,034863,"$45,873.13 "," (45,873.13)",034863,2026 BUICK ENVISION     3/12/26  LRBFZPR41TD034863,B36433
2026 Buick BUCK ENVSN S,LRBFZPR44TD035120,035120,"$45,873.13 "," (45,873.13)",035120,2026 BUICK ENVISION     3/10/26  LRBFZPR44TD035120,B36415
2026 Buick BUCK ENVSN S,LRBFZPR42TD035584,035584,"$45,873.13 "," (45,873.13)",035584,2026 BUICK ENVISION     3/10/26  LRBFZPR42TD035584,B36413
2026 Subaru ASCENTSUVTOUR,4S4WMAKD8T3409561,409561,"$46,155.00 ",,,,
2026 Subaru OUTBACKWAGONW,JF2BURLD2TY514679,514679,"$46,253.00 "," (46,253.00)",514679,"LUNA DE PAZ, ROBERTO    4/13/26  JF2BURLD2TY514679",R5254
2026 Subaru OUTBACKWAGONW,JF2BURLD7TY502673,502673,"$46,360.00 "," (46,360.00)",502673,2026 SUBARU OUTBACK     3/24/26  JF2BURLD7TY502673,R5136
2026 Subaru OUTBACKWAGONW,JF2BURLD8TY509986,509986,"$46,360.00 "," (46,360.00)",509986,2026 SUBARU OUTBACK     4/10/26  JF2BURLD8TY509986,R5243
2026 Buick BUCK ENVSN S,LRBFZPR45TD034199,034199,"$46,428.13 "," (46,428.13)",034199,2026 BUICK ENVISION     3/23/26  LRBFZPR45TD034199,B36542
2026 Buick BUCK ENVSN S,LRBFZPR43TD034329,034329,"$46,428.13 "," (46,428.13)",034329,2026 BUICK ENVISION     3/13/26  LRBFZPR43TD034329,B36447
2026 Buick BUCK ENVSN S,LRBFZPR40TD034434,034434,"$46,428.13 "," (46,428.13)",034434,2026 BUICK ENVISION     3/23/26  LRBFZPR40TD034434,B36543
2026 Buick BUCK ENVSN S,LRBFZPR48TD034696,034696,"$46,428.13 "," (46,428.13)",034696,2026 BUICK ENVISION     3/09/26  LRBFZPR48TD034696,B36405
2026 Buick BUCK ENVSN S,LRBFZPR42TD034712,034712,"$46,428.13 "," (46,428.13)",034712,2026 BUICK ENVISION     3/18/26  LRBFZPR42TD034712,B36484
2026 Buick BUCK ENVSN S,LRBFZPR43TD035366,035366,"$46,428.13 "," (46,428.13)",035366,2026 BUICK ENVISION     3/12/26  LRBFZPR43TD035366,B36434
2025 Subaru ASCENTSUVTOUR,4S4WMAUD7S3435256,435256,"$46,633.00 "," (46,633.00)",435256,25 ASCENT 4S4WMAUD7S3435256,R4324
2026 GMC Truck GMC ACAD ELV,1GKENKKS0TJ181203,181203,"$46,832.85 "," (46,832.85)",181203,JAMES WOOD CHEVROLET   10/23/25  1GKENKKS0TJ181203,G35698
2026 Subaru OUTBACKWAGONT,JF2BURJD8TY519730,519730,"$46,931.00 "," (46,931.00)",519730,"DEMIER, FRED WILL       4/14/26  JF2BURJD8TY519730",R5261
2026 Subaru OUTBACKWAGONT,JF2BURJDXTY519809,519809,"$46,931.00 "," (46,931.00)",519809,2026 SUBARU OUTBACK     4/14/26  JF2BURJDXTY519809,R5262
2026 GMC Truck GMC ACAD ELV,1GKENKKS8TJ232589,232589,"$47,059.55 "," (47,059.55)",232589,2026 GMC ACADIA        12/17/25  1GKENKKS8TJ232589,G36054
2026 GMC Truck GMC ACAD ELV,1GKENKKS3TJ232645,232645,"$47,059.55 "," (47,059.55)",232645,2026 GMC ACADIA        12/17/25  1GKENKKS3TJ232645,G36055
2026 Subaru ASCENTSUVLIMI,4S4WMAFDXT3420801,420801,"$47,067.00 "," (47,067.00)",420801,2026 SUBARU ASCENT      4/22/26  4S4WMAFDXT3420801,R5275
2026 Subaru OUTBACKWAGONT,JF2BURJD7TY502854,502854,"$47,108.00 "," (47,108.00)",502854,2026 SUBARU OUTBACK     3/26/26  JF2BURJD7TY502854,R5164
2026 Subaru OUTBACKWAGONT,JF2BURJD3TY507680,507680,"$47,108.00 "," (47,108.00)",507680,2026 SUBARU OUTBACK     3/18/26  JF2BURJD3TY507680,R5092
2026 Subaru ASCENTSUVLIMI,4S4WMAGD1T3408079,408079,"$47,248.00 "," (47,248.00)",408079,2026 SUBARU ASCENT      1/05/26  4S4WMAGD1T3408079,R4796
2026 GMC Truck GMC ACAD ELV,1GKENKKS2TJ256404,256404,"$47,256.45 "," (47,256.45)",256404,EWING BUICK GMC         1/21/26  1GKENKKS2TJ256404,G36170
2026 GMC Truck GMC ACAD ELV,1GKENKKS5TJ256509,256509,"$47,256.45 "," (47,256.45)",256509,2026 GMC ACADIA         2/02/26  1GKENKKS5TJ256509,G36194
2026 GMC Truck GMC ACAD ELV,1GKENKKS9TJ181507,181507,"$47,293.20 "," (47,293.20)",181507,2026 GMC ACADIA        10/23/25  1GKENKKS9TJ181507,G35699
2026 GMC Truck GMC ACAD ELV,1GKENKKS4TJ186436,186436,"$47,293.20 "," (47,293.20)",186436,2026 GMC ACADIA        10/23/25  1GKENKKS4TJ186436,G35701
2026 Subaru ASCENTSUVLIMI,4S4WMAGD9T3416012,416012,"$47,333.00 "," (47,333.00)",416012,2026 SUBARU ASCENT      3/23/26  4S4WMAGD9T3416012,R5129
2026 Subaru ASCENTSUVLIMI,4S4WMAFD5T3416381,416381,"$47,333.00 "," (47,333.00)",416381,2026 SUBARU ASCENT      3/17/26  4S4WMAFD5T3416381,R5082
2026 Buick BUCK ENCLV P,5GAERAKS4TJ158907,158907,"$47,374.15 "," (47,374.15)",158907,2026 BUICK ENCLAVE      9/18/25  5GAERAKS4TJ158907,B35406
2026 Subaru ASCENTSUVONYX,4S4WMALD9T3402066,402066,"$47,376.00 ",,,,
2026 Buick BUCK ENCLV P,5GAERAKS5TJ269045,269045,"$47,434.48 "," (47,434.48)",269045,2026 BUICK ENCLAVE      2/06/26  5GAERAKS5TJ269045,B36225
2026 Buick BUCK ENCLV P,5GAERAKS8TJ310123,310123,"$47,434.48 "," (47,434.48)",310123,2026 BUICK ENCLAVE      4/08/26  5GAERAKS8TJ310123,B36701
2026 Buick BUCK ENCLV P,5GAERAKS6TJ312369,312369,"$47,434.48 "," (47,434.48)",312369,2026 BUICK ENCLAVE      4/03/26  5GAERAKS6TJ312369,B36679
2026 Buick BUCK ENCLV P,5GAERAKS9TJ322376,322376,"$47,434.48 "," (47,434.48)",322376,MCKINNEY BUICK GMC      4/14/26  5GAERAKS9TJ322376,B36722
2025 Subaru ASCENTSUVONYX,4S4WMAWD9S3439709,439709,"$47,576.00 "," (47,576.00)",439709,25 ASCENT 4S4WMAWD9S3439709,R4459
2026 GMC Truck GMC ACAD ELV,1GKENKKS0TJ232120,232120,"$47,614.55 "," (47,614.55)",232120,2026 GMC ACADIA        12/12/25  1GKENKKS0TJ232120,G36034
2026 GMC Truck GMC ACAD ELV,1GKENKKS7TJ232194,232194,"$47,614.55 "," (47,614.55)",232194,2026 GMC ACADIA        12/18/25  1GKENKKS7TJ232194,G36074
2026 GMC Truck GMC ACAD ELV,1GKENKKS3TJ254659,254659,"$47,811.45 "," (47,811.45)",254659,2026 GMC ACADIA         1/20/26  1GKENKKS3TJ254659,G36169
2026 GMC Truck GMC ACAD ELV,1GKENKKS5TJ184453,184453,"$47,851.20 "," (47,851.20)",184453,2026 GMC ACADIA        10/17/25  1GKENKKS5TJ184453,G35657
,,,," (47,958.00)",520842,"BROWN, PATRICK FRANCI   4/30/26  JF2BURMD8TY520842",R5315
,,,," (47,958.00)",521077,2026 SUBARU OUTBACK     4/30/26  JF2BURMD0TY521077,R5313
,,,," (47,958.00)",521256,2026 SUBARU OUTBACK     4/30/26  JF2BURMD0TY521256,R5314
2026 Buick BUCK ENCLV P,5GAERAKS3TJ321448,321448,"$47,989.48 "," (47,989.48)",321448,2026 BUICK ENCLAVE      4/09/26  5GAERAKS3TJ321448,B36713
2026 Buick ENCLAVE,5GAERAKS8TJ189982,189982,"$48,000.00 "," (48,000.00)",189982,2026 BUICK ENCLAVE      4/22/26  5GAERAKS8TJ189982,B35718
,,,," (48,066.00)",402023,SUBARU LOANER          11/24/25  4S4WMAHD1T3402023,R4676
2026 Subaru ASCENTSUVLIMI,4S4WMAHD4T3420757,420757,"$48,087.00 "," (48,087.00)",420757,2026 SUBARU ASCENT      4/14/26  4S4WMAHD4T3420757,R5257
2026 GMC Truck GMC ACAD ELV,1GKENKKS1TJ251288,251288,"$48,088.95 "," (48,088.95)",251288,"THOMAS, GREGORY LYNN    1/20/26  1GKENKKS1TJ251288",G36159
2026 GMC Truck GMC ACAD ELV,1GKENKKS8TJ251563,251563,"$48,088.95 "," (48,088.95)",251563,2026 GMC ACADIA         1/20/26  1GKENKKS8TJ251563,G36161
2026 GMC Truck GMC ACAD ELV,1GKENKKS7TJ251389,251389,"$48,227.70 "," (48,227.70)",251389,2026 GMC ACADIA         1/29/26  1GKENKKS7TJ251389,G36182
2026 Subaru ASCENTSUVLIMI,4S4WMAHD8T3415920,415920,"$48,353.00 "," (48,353.00)",415920,"SAMS, KAREN C           3/11/26  4S4WMAHD8T3415920",R5059
2026 GMC Truck GMC ACAD ELV,1GKENKKS3TJ236565,236565,"$48,447.05 "," (48,447.05)",236565,2026 GMC ACADIA        12/22/25  1GKENKKS3TJ236565,G36084
2026 GMC Truck GMC ACAD ELV,1GKENKKS1TJ139283,139283,"$48,594.73 "," (48,594.73)",139283,2026 GMC ACADIA        12/08/25  1GKENKKS1TJ139283,G36004
2026 Buick BUCK ENCLV P,5GAERAKS4TJ165310,165310,"$49,434.10 "," (49,434.10)",165310,2026 BUICK ENCLAVE      9/24/25  5GAERAKS4TJ165310,B35447
2026 Buick BUCK ENCLV P,5GAERAKS0TJ177843,177843,"$49,434.10 "," (49,434.10)",177843,2026 BUICK ENCLAVE     10/15/25  5GAERAKS0TJ177843,B35633
2026 Buick BUCK ENCLV P,5GAERAKS5TJ191432,191432,"$49,434.10 "," (49,434.10)",191432,2026 BUICK ENCLAVE     10/24/25  5GAERAKS5TJ191432,B35717
2026 Buick BUCK ENCLV P,5GAERAKS1TJ335302,335302,"$49,483.35 "," (49,483.35)",335302,2026 BUICK ENCLAVE      4/29/26  5GAERAKS1TJ335302,B36779
2026 GMC Truck GMC ACAD ELV,1GKENKKS3TJ316917,316917,"$49,661.45 "," (49,661.45)",316917,2026 GMC ACADIA         4/08/26  1GKENKKS3TJ316917,G36699
2026 Subaru ASCENTSUVTOUR,4S4WMAKD8T3420740,420740,"$49,925.00 "," (49,925.00)",420740,"MYERS, DEBRA WOODWARD   4/22/26  4S4WMAKD8T3420740",R5276
2026 Subaru ASCENTSUVTOUR,4S4WMAKD6T3422289,422289,"$49,925.00 "," (49,925.00)",422289,2026 SUBARU ASCENT      4/29/26  4S4WMAKD6T3422289,R5295
2026 Buick BUCK ENCLV P,5GAERAKS0TJ334402,334402,"$50,038.35 "," (50,038.35)",334402,2026 BUICK ENCLAVE      4/29/26  5GAERAKS0TJ334402,B36780
2026 Subaru ASCENTSUVTOUR,4S4WMAKDXT3408427,408427,"$50,101.00 "," (50,101.00)",408427,"RODDA, KELLI SHANON     1/05/26  4S4WMAKDXT3408427",R4797
,,,," (50,101.00)",409561,SUBARU LOANER           1/22/26  4S4WMAKD8T3409561,R4889
2026 GMC Truck GMC ACAD ELV,1GKENKKS4TJ317655,317655,"$50,119.33 "," (50,119.33)",317655,2026 GMC ACADIA         4/08/26  1GKENKKS4TJ317655,G36700
2026 GMC Truck GMC ACAD ELV,1GKENKKS9TJ318607,318607,"$50,119.33 "," (50,119.33)",318607,2026 GMC ACADIA         4/14/26  1GKENKKS9TJ318607,G36723
2026 Subaru ASCENTSUVTOUR,4S4WMAKD1T3412933,412933,"$50,405.00 "," (50,405.00)",412933,2026 SUBARU ASCENT      2/24/26  4S4WMAKD1T3412933,R5002
2026 GMC Truck GMC ACAD ELV,1GKENKKS6TJ244496,244496,"$50,493.95 "," (50,493.95)",244496,"WILDERMAN, HOWARD OTI  12/30/25  1GKENKKS6TJ244496",G36113
2026 GMC Truck GMC ACAD ELV,1GKENKKS6TJ245941,245941,"$50,493.95 "," (50,493.95)",245941,2026 GMC ACADIA        12/29/25  1GKENKKS6TJ245941,G36099
2026 Subaru ASCENTSUVONYX,4S4WMALD5T3411461,411461,"$50,593.00 "," (50,593.00)",411461,2026 SUBARU ASCENT      2/20/26  4S4WMALD5T3411461,R4989
2026 Subaru ASCENTSUVONYX,4S4WMALD2T3413118,413118,"$50,593.00 "," (50,593.00)",413118,2026 SUBARU ASCENT      2/24/26  4S4WMALD2T3413118,R5003
2026 Subaru ASCENTSUVONYX,4S4WMALD8T3415620,415620,"$50,593.00 "," (50,593.00)",415620,2026 SUBARU ASCENT      3/06/26  4S4WMALD8T3415620,R5052
2026 Subaru ASCENTSUVONYX,4S4WMALDXT3415635,415635,"$50,593.00 "," (50,593.00)",415635,2026 SUBARU ASCENT      3/06/26  4S4WMALDXT3415635,R5051
2026 Subaru ASCENTSUVONYX,4S4WMALD5T3416028,416028,"$50,593.00 "," (50,593.00)",416028,2026 SUBARU ASCENT      3/06/26  4S4WMALD5T3416028,R5049
2026 Subaru ASCENTSUVONYX,4S4WMALD8T3416850,416850,"$50,593.00 "," (50,593.00)",416850,2026 SUBARU ASCENT      3/25/26  4S4WMALD8T3416850,R5159
2026 GMC Truck GMC SIER 15P,1GTPUAEK8TZ325515,325515,"$50,637.63 "," (50,637.63)",325515,2026 GMC SIERRA 1500    3/27/26  1GTPUAEK8TZ325515,G36620
2026 GMC Truck GMC SIER 15P,1GTPUAEK0TZ325749,325749,"$50,637.63 "," (50,637.63)",325749,2026 GMC SIERRA 1500    3/27/26  1GTPUAEK0TZ325749,G36622
2026 Subaru ASCENTSUVONYX,4S4WMALD0T3420732,420732,"$50,907.00 "," (50,907.00)",420732,2026 SUBARU ASCENT      4/14/26  4S4WMALD0T3420732,R5258
2026 Subaru ASCENTSUVONYX,4S4WMALD6T3420749,420749,"$50,907.00 "," (50,907.00)",420749,2026 SUBARU ASCENT      4/22/26  4S4WMALD6T3420749,R5277
